,word,occurrences,percentile,pinyin,definition,back
311,哼哼,1244,0.9836186540731995,hēnghēng,,<b>hēnghēng</b><br/>
3269,犀利,1243,0.9836028419632316,xīlì,sharp<br/>incisive<br/>penetrating,<b>xīlì</b><br/>sharp<br/>incisive<br/>penetrating
3922,一把,1243,0.9836028419632316,yībǎ,,<b>yībǎ</b><br/>
5240,进行,1242,0.9835870298532636,jìnxíng,to advance<br/>to conduct<br/>underway<br/>in progress<br/>to do<br/>to carry out<br/>to carry on<br/>to execute,<b>jìnxíng</b><br/>to advance<br/>to conduct<br/>underway<br/>in progress<br/>to do<br/>to carry out<br/>to carry on<br/>to execute
1645,中心,1241,0.9835712177432957,zhōngxīn,center<br/>heart<br/>core<br/>CL:個|个[ge4],<b>zhōngxīn</b><br/>center<br/>heart<br/>core<br/>CL:個|个[ge4]
3953,舍,1241,0.9835712177432957,shè,residence,<b>shè</b><br/>residence
2024,保持,1240,0.9835554056333277,bǎochí,to keep<br/>to maintain<br/>to hold<br/>to preserve,<b>bǎochí</b><br/>to keep<br/>to maintain<br/>to hold<br/>to preserve
1468,识,1239,0.9835448642266824,shì,to record<br/>to write a footnote,<b>shì</b><br/>to record<br/>to write a footnote
747,刀,1237,0.9835290521167145,dāo,knife<br/>blade<br/>single-edged sword<br/>cutlass<br/>CL:把[ba3]<br/>(slang) dollar (loanword)<br/>classifier for sets of one hundred sheets (of paper)<br/>classifier for knife cuts or stabs,<b>dāo</b><br/>knife<br/>blade<br/>single-edged sword<br/>cutlass<br/>CL:把[ba3]<br/>(slang) dollar (loanword)<br/>classifier for sets of one hundred sheets (of paper)<br/>classifier for knife cuts or stabs
6527,懒,1237,0.9835290521167145,lǎn,lazy,<b>lǎn</b><br/>lazy
5744,讨论,1235,0.9835132400067464,tǎolùn,to discuss<br/>to talk over<br/>CL:個|个[ge4],<b>tǎolùn</b><br/>to discuss<br/>to talk over<br/>CL:個|个[ge4]
1799,耐,1232,0.9834974278967785,nài,capable of enduring<br/>able to tolerate<br/>patient<br/>durable<br/>hardy<br/>resistant,<b>nài</b><br/>capable of enduring<br/>able to tolerate<br/>patient<br/>durable<br/>hardy<br/>resistant
4601,必,1232,0.9834974278967785,bì,certainly<br/>must<br/>will<br/>necessarily,<b>bì</b><br/>certainly<br/>must<br/>will<br/>necessarily
1272,酸,1231,0.9834816157868106,suān,sour<br/>tart<br/>sick at heart<br/>grieved<br/>sore<br/>aching<br/>pedantic<br/>impractical<br/>an acid,<b>suān</b><br/>sour<br/>tart<br/>sick at heart<br/>grieved<br/>sore<br/>aching<br/>pedantic<br/>impractical<br/>an acid
5427,存在,1230,0.9834710743801653,cúnzài,to exist<br/>to be<br/>existence,<b>cúnzài</b><br/>to exist<br/>to be<br/>existence
4904,月饼,1229,0.98346053297352,yuèbǐng,mooncake (esp. for the Mid-Autumn Festival),<b>yuèbǐng</b><br/>mooncake (esp. for the Mid-Autumn Festival)
4929,黎,1221,0.9834499915668747,lí,black,<b>lí</b><br/>black
5246,企业,1219,0.9834394501602294,qǐyè,company<br/>firm<br/>enterprise<br/>corporation<br/>CL:家[jia1],<b>qǐyè</b><br/>company<br/>firm<br/>enterprise<br/>corporation<br/>CL:家[jia1]
4476,秀,1217,0.9834289087535841,xìu,handsome<br/>refined<br/>elegant<br/>graceful<br/>superior<br/>show (loanword)<br/>CL:場|场[chang2]<br/>(literary) to grow<br/>to bloom<br/>(of crops) to produce ears,<b>xìu</b><br/>handsome<br/>refined<br/>elegant<br/>graceful<br/>superior<br/>show (loanword)<br/>CL:場|场[chang2]<br/>(literary) to grow<br/>to bloom<br/>(of crops) to produce ears
4263,代,1212,0.9834130966436161,dài,to substitute<br/>to act on behalf of others<br/>to replace<br/>generation<br/>dynasty<br/>age<br/>period<br/>(historical) era<br/>(geological) eon,<b>dài</b><br/>to substitute<br/>to act on behalf of others<br/>to replace<br/>generation<br/>dynasty<br/>age<br/>period<br/>(historical) era<br/>(geological) eon
5924,叔,1212,0.9834130966436161,shū,uncle<br/>father's younger brother<br/>husband's younger brother<br/>Taiwan pr. [shu2],<b>shū</b><br/>uncle<br/>father's younger brother<br/>husband's younger brother<br/>Taiwan pr. [shu2]
2969,夸张,1210,0.9833972845336482,kuāzhāng,to exaggerate<br/>overstated<br/>exaggerated<br/>hyperbole<br/>(coll.) excessive<br/>extreme<br/>ridiculous,<b>kuāzhāng</b><br/>to exaggerate<br/>overstated<br/>exaggerated<br/>hyperbole<br/>(coll.) excessive<br/>extreme<br/>ridiculous
2469,普通,1209,0.9833867431270029,pǔtōng,common<br/>ordinary<br/>general<br/>average,<b>pǔtōng</b><br/>common<br/>ordinary<br/>general<br/>average
1339,聚会,1205,0.9833603896103896,jùhùi,party<br/>gathering<br/>to meet<br/>to get together,<b>jùhùi</b><br/>party<br/>gathering<br/>to meet<br/>to get together
720,态度,1205,0.9833603896103896,tàidù,manner<br/>bearing<br/>attitude<br/>approach<br/>CL:個|个[ge4],<b>tàidù</b><br/>manner<br/>bearing<br/>attitude<br/>approach<br/>CL:個|个[ge4]
3495,受不了,1205,0.9833603896103896,shòubùle,unbearable<br/>unable to endure<br/>can't stand,<b>shòubùle</b><br/>unbearable<br/>unable to endure<br/>can't stand
4029,安,1205,0.9833603896103896,ān,content<br/>calm<br/>still<br/>quiet<br/>safe<br/>secure<br/>in good health<br/>to find a place for<br/>to install<br/>to fix<br/>to fit<br/>to bring (a charge against sb)<br/>to pacify<br/>to harbor (good intentions)<br/>security<br/>safety<br/>peace<br/>ampere,<b>ān</b><br/>content<br/>calm<br/>still<br/>quiet<br/>safe<br/>secure<br/>in good health<br/>to find a place for<br/>to install<br/>to fix<br/>to fit<br/>to bring (a charge against sb)<br/>to pacify<br/>to harbor (good intentions)<br/>security<br/>safety<br/>peace<br/>ampere
803,贼,1204,0.9833340360937763,zéi,thief<br/>traitor<br/>wily<br/>deceitful<br/>evil<br/>extremely,<b>zéi</b><br/>thief<br/>traitor<br/>wily<br/>deceitful<br/>evil<br/>extremely
3003,窝,1202,0.9833234946871311,wō,nest<br/>pit or hollow on the human body<br/>lair<br/>den<br/>place<br/>to harbor or shelter<br/>to hold in check<br/>to bend<br/>classifier for litters and broods,<b>wō</b><br/>nest<br/>pit or hollow on the human body<br/>lair<br/>den<br/>place<br/>to harbor or shelter<br/>to hold in check<br/>to bend<br/>classifier for litters and broods
1978,造型,1200,0.9833129532804857,zàoxíng,to model<br/>to shape<br/>appearance<br/>style<br/>design<br/>form<br/>pose,<b>zàoxíng</b><br/>to model<br/>to shape<br/>appearance<br/>style<br/>design<br/>form<br/>pose
2166,内容,1199,0.9832918704671951,nèiróng,"content<br/>substance<br/>details<br/>CL:個|个[ge4],項|项[xiang4]","<b>nèiróng</b><br/>content<br/>substance<br/>details<br/>CL:個|个[ge4],項|项[xiang4]"
3769,不许,1199,0.9832918704671951,bùxǔ,not to allow<br/>must not<br/>can't,<b>bùxǔ</b><br/>not to allow<br/>must not<br/>can't
6093,说说,1199,0.9832918704671951,shuōshuō,to say sth,<b>shuōshuō</b><br/>to say sth
5249,杨,1198,0.9832549755439366,yáng,poplar,<b>yáng</b><br/>poplar
3962,坏人,1198,0.9832549755439366,huàirén,bad person<br/>villain,<b>huàirén</b><br/>bad person<br/>villain
3566,没用,1198,0.9832549755439366,méiyòng,useless,<b>méiyòng</b><br/>useless
3560,喃,1198,0.9832549755439366,nán,mumble in repetition,<b>nán</b><br/>mumble in repetition
4660,年龄,1197,0.9832233513240006,niánlíng,"(a person's) age<br/>CL:把[ba3],個|个[ge4]","<b>niánlíng</b><br/>(a person's) age<br/>CL:把[ba3],個|个[ge4]"
2746,屁股,1197,0.9832233513240006,pìgǔ,buttocks<br/>bottom<br/>butt<br/>back part,<b>pìgǔ</b><br/>buttocks<br/>bottom<br/>butt<br/>back part
2964,司机,1195,0.98320226851071,sījī,chauffeur<br/>driver<br/>CL:個|个[ge4],<b>sījī</b><br/>chauffeur<br/>driver<br/>CL:個|个[ge4]
9120,培训,1195,0.98320226851071,péixùn,to cultivate<br/>to train<br/>to groom<br/>training,<b>péixùn</b><br/>to cultivate<br/>to train<br/>to groom<br/>training
5194,厕所,1194,0.9831811856974194,cèsuǒ,"toilet<br/>lavatory<br/>CL:間|间[jian1],處|处[chu4]","<b>cèsuǒ</b><br/>toilet<br/>lavatory<br/>CL:間|间[jian1],處|处[chu4]"
30,正好,1194,0.9831811856974194,zhènghǎo,just (in time)<br/>just right<br/>just enough<br/>to happen to<br/>to chance to<br/>by chance<br/>it just so happens that,<b>zhènghǎo</b><br/>just (in time)<br/>just right<br/>just enough<br/>to happen to<br/>to chance to<br/>by chance<br/>it just so happens that
1579,梦想,1190,0.9831601028841288,mèngxiǎng,(fig.) to dream of<br/>dream,<b>mèngxiǎng</b><br/>(fig.) to dream of<br/>dream
778,开学,1190,0.9831601028841288,kāixué,foundation of a University or College<br/>school opening<br/>the start of a new term,<b>kāixué</b><br/>foundation of a University or College<br/>school opening<br/>the start of a new term
660,眼光,1189,0.9831337493675156,yǎnguāng,gaze<br/>insight<br/>foresight<br/>vision<br/>way of looking at things,<b>yǎnguāng</b><br/>gaze<br/>insight<br/>foresight<br/>vision<br/>way of looking at things
1825,救,1189,0.9831337493675156,jìu,to save<br/>to assist<br/>to rescue,<b>jìu</b><br/>to save<br/>to assist<br/>to rescue
2518,台湾,1189,0.9831337493675156,táiwān,Taiwan,<b>táiwān</b><br/>Taiwan
3834,狂,1188,0.983112666554225,kuáng,mad<br/>wild<br/>violent,<b>kuáng</b><br/>mad<br/>wild<br/>violent
3244,飘,1187,0.9831021251475797,piāo,to float,<b>piāo</b><br/>to float
5785,韩国,1186,0.9830915837409344,hánguó,"South Korea (Republic of Korea)<br/>Han, one of the Seven Hero States of the Warring States 戰國七雄|战国七雄[zhan4 guo2 qi1 xiong2]<br/>Korea from the fall of the Joseon dynasty in 1897","<b>hánguó</b><br/>South Korea (Republic of Korea)<br/>Han, one of the Seven Hero States of the Warring States 戰國七雄|战国七雄[zhan4 guo2 qi1 xiong2]<br/>Korea from the fall of the Joseon dynasty in 1897"
5217,政治,1185,0.9830810423342891,zhèngzhì,politics<br/>political,<b>zhèngzhì</b><br/>politics<br/>political
333,挑,1184,0.9830546888176759,tiāo,to raise<br/>to dig up<br/>to poke<br/>to prick<br/>to incite<br/>to stir up,<b>tiāo</b><br/>to raise<br/>to dig up<br/>to poke<br/>to prick<br/>to incite<br/>to stir up
4592,咳,1184,0.9830546888176759,ké,cough,<b>ké</b><br/>cough
3469,怀疑,1184,0.9830546888176759,huáiyí,to doubt (sth)<br/>to be skeptical of<br/>to have one's doubts<br/>to harbor suspicions<br/>to suspect that,<b>huáiyí</b><br/>to doubt (sth)<br/>to be skeptical of<br/>to have one's doubts<br/>to harbor suspicions<br/>to suspect that
3239,屏,1184,0.9830546888176759,píng,(standing) screen,<b>píng</b><br/>(standing) screen
7087,挤,1182,0.9830283353010626,jǐ,to crowd in<br/>to cram in<br/>to force others aside<br/>to press<br/>to squeeze<br/>to find (time in one's busy schedule),<b>jǐ</b><br/>to crowd in<br/>to cram in<br/>to force others aside<br/>to press<br/>to squeeze<br/>to find (time in one's busy schedule)
2827,部门,1181,0.983007252487772,bùmén,department<br/>branch<br/>section<br/>division<br/>CL:個|个[ge4],<b>bùmén</b><br/>department<br/>branch<br/>section<br/>division<br/>CL:個|个[ge4]
3599,哈哈哈,1181,0.983007252487772,hāhāhā,,<b>hāhāhā</b><br/>
2288,空调,1181,0.983007252487772,kōngdiào,air conditioning<br/>air conditioner (including units that have a heating mode)<br/>CL:臺|台[tai2],<b>kōngdiào</b><br/>air conditioning<br/>air conditioner (including units that have a heating mode)<br/>CL:臺|台[tai2]
1866,尤其,1180,0.9829808989711587,yóuqí,especially<br/>particularly,<b>yóuqí</b><br/>especially<br/>particularly
2349,父母,1180,0.9829808989711587,fùmǔ,father and mother<br/>parents,<b>fùmǔ</b><br/>father and mother<br/>parents
3347,中间,1178,0.9829650868611908,zhōngjiān,between<br/>intermediate<br/>mid<br/>middle,<b>zhōngjiān</b><br/>between<br/>intermediate<br/>mid<br/>middle
6677,对面,1176,0.9829492747512228,dùimiàn,(sitting) opposite<br/>across (the street)<br/>directly in front<br/>to be face to face,<b>dùimiàn</b><br/>(sitting) opposite<br/>across (the street)<br/>directly in front<br/>to be face to face
8214,作业,1176,0.9829492747512228,zuòyè,school assignment<br/>homework<br/>work<br/>task<br/>operation<br/>CL:個|个[ge4]<br/>to operate,<b>zuòyè</b><br/>school assignment<br/>homework<br/>work<br/>task<br/>operation<br/>CL:個|个[ge4]<br/>to operate
3751,紧张,1173,0.9829281919379322,jǐnzhāng,nervous<br/>keyed up<br/>intense<br/>tense<br/>strained<br/>in short supply<br/>scarce<br/>CL:陣|阵[zhen4],<b>jǐnzhāng</b><br/>nervous<br/>keyed up<br/>intense<br/>tense<br/>strained<br/>in short supply<br/>scarce<br/>CL:陣|阵[zhen4]
560,过程,1173,0.9829281919379322,guòchéng,course of events<br/>process<br/>CL:個|个[ge4],<b>guòchéng</b><br/>course of events<br/>process<br/>CL:個|个[ge4]
4640,交流,1172,0.9829071091246416,jiāolíu,to exchange<br/>exchange<br/>communication<br/>interaction<br/>to have social contact (with sb),<b>jiāolíu</b><br/>to exchange<br/>exchange<br/>communication<br/>interaction<br/>to have social contact (with sb)
7791,产品,1172,0.9829071091246416,chǎnpǐn,goods<br/>merchandise<br/>product<br/>CL:個|个[ge4],<b>chǎnpǐn</b><br/>goods<br/>merchandise<br/>product<br/>CL:個|个[ge4]
921,结,1169,0.9828912970146736,jié,knot<br/>sturdy<br/>bond<br/>to tie<br/>to bind<br/>to check out (of a hotel),<b>jié</b><br/>knot<br/>sturdy<br/>bond<br/>to tie<br/>to bind<br/>to check out (of a hotel)
4696,东东,1167,0.9828807556080283,dōngdōng,(coll.) thing<br/>item<br/>stuff,<b>dōngdōng</b><br/>(coll.) thing<br/>item<br/>stuff
3351,牙,1166,0.982870214201383,yá,tooth<br/>ivory<br/>CL:顆|颗[ke1],<b>yá</b><br/>tooth<br/>ivory<br/>CL:顆|颗[ke1]
1084,管理,1165,0.9828596727947377,guǎnlǐ,to supervise<br/>to manage<br/>to administer<br/>management<br/>administration<br/>CL:個|个[ge4],<b>guǎnlǐ</b><br/>to supervise<br/>to manage<br/>to administer<br/>management<br/>administration<br/>CL:個|个[ge4]
273,作品,1164,0.9828491313880924,zuòpǐn,"work (of art)<br/>opus<br/>CL:部[bu4],篇[pian1]","<b>zuòpǐn</b><br/>work (of art)<br/>opus<br/>CL:部[bu4],篇[pian1]"
2533,随时,1163,0.9828385899814471,súishí,at any time<br/>at all times<br/>at the right time,<b>súishí</b><br/>at any time<br/>at all times<br/>at the right time
5895,心痛,1161,0.9828227778714792,xīntòng,to feel distressed about sth<br/>heartache<br/>cardiac pain,<b>xīntòng</b><br/>to feel distressed about sth<br/>heartache<br/>cardiac pain
4596,活着,1161,0.9828227778714792,huózháo,alive,<b>huózháo</b><br/>alive
1097,喜,1160,0.9828016950581886,xǐ,to be fond of<br/>to like<br/>to enjoy<br/>to be happy<br/>to feel pleased<br/>happiness<br/>delight<br/>glad,<b>xǐ</b><br/>to be fond of<br/>to like<br/>to enjoy<br/>to be happy<br/>to feel pleased<br/>happiness<br/>delight<br/>glad
2419,拖,1160,0.9828016950581886,tuō,to drag<br/>to tow<br/>to trail<br/>to hang down<br/>to mop (the floor)<br/>to delay<br/>to drag on,<b>tuō</b><br/>to drag<br/>to tow<br/>to trail<br/>to hang down<br/>to mop (the floor)<br/>to delay<br/>to drag on
3386,错过,1158,0.982780612244898,cuòguò,"to miss (train, opportunity etc)","<b>cuòguò</b><br/>to miss (train, opportunity etc)"
2127,智商,1158,0.982780612244898,zhìshāng,IQ (intelligence quotient),<b>zhìshāng</b><br/>IQ (intelligence quotient)
962,拼,1157,0.98276480013493,pīn,to piece together<br/>to join together<br/>to stake all<br/>adventurous<br/>at the risk of one's life<br/>to spell,<b>pīn</b><br/>to piece together<br/>to join together<br/>to stake all<br/>adventurous<br/>at the risk of one's life<br/>to spell
9,波,1156,0.9827437173216395,bō,wave<br/>ripple<br/>storm<br/>surge,<b>bō</b><br/>wave<br/>ripple<br/>storm<br/>surge
749,东,1156,0.9827437173216395,dōng,east<br/>host (i.e. sitting on east side of guest)<br/>landlord,<b>dōng</b><br/>east<br/>host (i.e. sitting on east side of guest)<br/>landlord
2038,不理,1156,0.9827437173216395,bùlǐ,to refuse to acknowledge<br/>to pay no attention to<br/>to take no notice of<br/>to ignore,<b>bùlǐ</b><br/>to refuse to acknowledge<br/>to pay no attention to<br/>to take no notice of<br/>to ignore
440,知识,1153,0.9827226345083488,zhīshì,knowledge<br/>CL:門|门[men2]<br/>intellectual,<b>zhīshì</b><br/>knowledge<br/>CL:門|门[men2]<br/>intellectual
759,出差,1152,0.9827068223983808,chūchà,to go on an official or business trip,<b>chūchà</b><br/>to go on an official or business trip
3649,行为,1152,0.9827068223983808,xíngwèi,action<br/>conduct<br/>behavior<br/>activity,<b>xíngwèi</b><br/>action<br/>conduct<br/>behavior<br/>activity
7568,放弃,1151,0.9826857395850902,fàngqì,to renounce<br/>to abandon<br/>to give up,<b>fàngqì</b><br/>to renounce<br/>to abandon<br/>to give up
1615,气质,1151,0.9826857395850902,qìzhí,temperament<br/>personality traits<br/>manners,<b>qìzhí</b><br/>temperament<br/>personality traits<br/>manners
3555,搬,1150,0.9826699274751223,bān,to move (i.e. relocate oneself)<br/>to move (sth relatively heavy or bulky)<br/>to shift<br/>to copy indiscriminately,<b>bān</b><br/>to move (i.e. relocate oneself)<br/>to move (sth relatively heavy or bulky)<br/>to shift<br/>to copy indiscriminately
2042,并,1149,0.9826541153651543,bìng,variant of 並|并[bing4],<b>bìng</b><br/>variant of 並|并[bing4]
1820,单,1149,0.9826541153651543,dān,bill<br/>list<br/>form<br/>single<br/>only<br/>sole<br/>odd number<br/>CL:個|个[ge4],<b>dān</b><br/>bill<br/>list<br/>form<br/>single<br/>only<br/>sole<br/>odd number<br/>CL:個|个[ge4]
492,亮点,1148,0.9826383032551864,liàngdiǎn,highlight<br/>bright spot,<b>liàngdiǎn</b><br/>highlight<br/>bright spot
4507,吃货,1147,0.9826277618485411,chīhuò,chowhound<br/>foodie<br/>a good-for-nothing,<b>chīhuò</b><br/>chowhound<br/>foodie<br/>a good-for-nothing
3250,眼镜,1145,0.9826119497385731,yǎnjìng,spectacles<br/>eyeglasses<br/>CL:副[fu4],<b>yǎnjìng</b><br/>spectacles<br/>eyeglasses<br/>CL:副[fu4]
2432,北,1145,0.9826119497385731,běi,north<br/>to be defeated (classical),<b>běi</b><br/>north<br/>to be defeated (classical)
3502,姓,1144,0.9825961376286052,xìng,family name<br/>surname<br/>CL:個|个[ge4]<br/>to be surnamed,<b>xìng</b><br/>family name<br/>surname<br/>CL:個|个[ge4]<br/>to be surnamed
2472,带上,1142,0.9825855962219598,dàishàng,to take along with one,<b>dàishàng</b><br/>to take along with one
1605,孤独,1140,0.9825750548153146,gūdú,lonely<br/>solitary,<b>gūdú</b><br/>lonely<br/>solitary
697,人类,1137,0.9825645134086692,rénlèi,humanity<br/>human race<br/>mankind,<b>rénlèi</b><br/>humanity<br/>human race<br/>mankind
1120,区别,1136,0.982553972002024,qūbié,difference<br/>to distinguish<br/>to discriminate<br/>to make a distinction<br/>CL:個|个[ge4],<b>qūbié</b><br/>difference<br/>to distinguish<br/>to discriminate<br/>to make a distinction<br/>CL:個|个[ge4]
9511,高中,1134,0.9825434305953786,gāozhōng,to pass brilliantly (used in congratulatory fashion),<b>gāozhōng</b><br/>to pass brilliantly (used in congratulatory fashion)
1898,嗲,1132,0.9825276184854107,diǎ,coy<br/>childish,<b>diǎ</b><br/>coy<br/>childish
2485,国际,1132,0.9825276184854107,guójì,international,<b>guójì</b><br/>international
5117,吵,1131,0.9825118063754428,chǎo,to quarrel<br/>to make a noise<br/>noisy<br/>to disturb by making a noise,<b>chǎo</b><br/>to quarrel<br/>to make a noise<br/>noisy<br/>to disturb by making a noise
2487,根,1126,0.9825012649687974,gēn,"root<br/>basis<br/>classifier for long slender objects, e.g. cigarettes, guitar strings<br/>CL:條|条[tiao2]<br/>radical (chemistry)","<b>gēn</b><br/>root<br/>basis<br/>classifier for long slender objects, e.g. cigarettes, guitar strings<br/>CL:條|条[tiao2]<br/>radical (chemistry)"
3001,必要,1124,0.9824907235621522,bìyào,necessary<br/>essential<br/>indispensable<br/>required,<b>bìyào</b><br/>necessary<br/>essential<br/>indispensable<br/>required
3565,半天,1123,0.9824749114521841,bàntiān,half of the day<br/>a long time<br/>quite a while<br/>midair<br/>CL:個|个[ge4],<b>bàntiān</b><br/>half of the day<br/>a long time<br/>quite a while<br/>midair<br/>CL:個|个[ge4]
2703,方向,1123,0.9824749114521841,fāngxiàng,direction<br/>orientation<br/>path to follow<br/>CL:個|个[ge4],<b>fāngxiàng</b><br/>direction<br/>orientation<br/>path to follow<br/>CL:個|个[ge4]
3808,粗,1122,0.9824590993422162,cū,remote<br/>distant<br/>variant of 粗[cu1],<b>cū</b><br/>remote<br/>distant<br/>variant of 粗[cu1]
5517,没法,1121,0.982448557935571,méifǎ,at a loss<br/>unable to do anything about it<br/>to have no choice,<b>méifǎ</b><br/>at a loss<br/>unable to do anything about it<br/>to have no choice
5825,心中,1120,0.9824380165289256,xīnzhōng,central point<br/>in one's thoughts<br/>in one's heart,<b>xīnzhōng</b><br/>central point<br/>in one's thoughts<br/>in one's heart
1381,顺利,1119,0.9824274751222803,shùnlì,smoothly<br/>without a hitch,<b>shùnlì</b><br/>smoothly<br/>without a hitch
2311,帅气,1118,0.982416933715635,shuàiqì,handsome<br/>smart<br/>dashing<br/>elegant,<b>shuàiqì</b><br/>handsome<br/>smart<br/>dashing<br/>elegant
694,价值,1117,0.9824011216056671,jiàzhí,"value<br/>worth<br/>fig. values (ethical, cultural etc)<br/>CL:個|个[ge4]","<b>jiàzhí</b><br/>value<br/>worth<br/>fig. values (ethical, cultural etc)<br/>CL:個|个[ge4]"
5643,靓,1117,0.9824011216056671,jìng,attractive<br/>good-looking,<b>jìng</b><br/>attractive<br/>good-looking
1034,训,1116,0.9823853094956991,xùn,to teach<br/>to train<br/>to admonish<br/>instruction (from superiors)<br/>teachings<br/>rule,<b>xùn</b><br/>to teach<br/>to train<br/>to admonish<br/>instruction (from superiors)<br/>teachings<br/>rule
1164,老是,1113,0.9823747680890538,lǎoshì,always,<b>lǎoshì</b><br/>always
2015,餐,1112,0.9823589559790858,cān,meal<br/>to eat<br/>classifier for meals,<b>cān</b><br/>meal<br/>to eat<br/>classifier for meals
702,白痴,1112,0.9823589559790858,báichī,idiocy<br/>idiot,<b>báichī</b><br/>idiocy<br/>idiot
2584,水果,1111,0.9823431438691179,shǔiguǒ,fruit<br/>CL:個|个[ge4],<b>shǔiguǒ</b><br/>fruit<br/>CL:個|个[ge4]
1002,口水,1110,0.9823326024624726,kǒushǔi,saliva,<b>kǒushǔi</b><br/>saliva
1185,浮云,1109,0.9823167903525046,fúyún,floating clouds<br/>fleeting<br/>transient,<b>fúyún</b><br/>floating clouds<br/>fleeting<br/>transient
9393,胡,1109,0.9823167903525046,hú,beard<br/>mustache<br/>whiskers,<b>hú</b><br/>beard<br/>mustache<br/>whiskers
4949,中意,1108,0.9823009782425367,zhōngyì,to take one's fancy<br/>to be to one's liking,<b>zhōngyì</b><br/>to take one's fancy<br/>to be to one's liking
2755,偶像,1107,0.9822904368358913,ǒuxiàng,idol,<b>ǒuxiàng</b><br/>idol
7680,歪,1106,0.9822798954292461,wāi,to sprain (one's ankle) (Tw),<b>wāi</b><br/>to sprain (one's ankle) (Tw)
1699,等到,1105,0.9822693540226007,děngdào,to wait until<br/>by the time when (sth is ready etc),<b>děngdào</b><br/>to wait until<br/>by the time when (sth is ready etc)
12219,贱人,1104,0.9822588126159555,jiànrén,slut<br/>cheap person,<b>jiànrén</b><br/>slut<br/>cheap person
1187,揍,1103,0.9822430005059876,zòu,to beat up<br/>to break to pieces,<b>zòu</b><br/>to beat up<br/>to break to pieces
2286,潮,1103,0.9822430005059876,cháo,tide<br/>current<br/>damp<br/>moist<br/>humid,<b>cháo</b><br/>tide<br/>current<br/>damp<br/>moist<br/>humid
2744,读书,1102,0.9822271883960195,dúshū,to read a book<br/>to study<br/>to attend school,<b>dúshū</b><br/>to read a book<br/>to study<br/>to attend school
1829,欠,1101,0.9822061055827289,qiàn,deficient<br/>to owe<br/>to lack<br/>yawn,<b>qiàn</b><br/>deficient<br/>to owe<br/>to lack<br/>yawn
3489,机场,1101,0.9822061055827289,jīcháng,"airport<br/>airfield<br/>CL:家[jia1],處|处[chu4]","<b>jīcháng</b><br/>airport<br/>airfield<br/>CL:家[jia1],處|处[chu4]"
3291,硬,1101,0.9822061055827289,yìng,hard<br/>stiff<br/>strong<br/>firm<br/>resolutely<br/>doggedly<br/>good (quality)<br/>able (person),<b>yìng</b><br/>hard<br/>stiff<br/>strong<br/>firm<br/>resolutely<br/>doggedly<br/>good (quality)<br/>able (person)
1462,迷,1100,0.9821850227694383,mí,to bewilder<br/>crazy about<br/>fan<br/>enthusiast<br/>lost<br/>confused,<b>mí</b><br/>to bewilder<br/>crazy about<br/>fan<br/>enthusiast<br/>lost<br/>confused
5293,暴力,1099,0.9821744813627931,bàolì,violence<br/>force<br/>violent,<b>bàolì</b><br/>violence<br/>force<br/>violent
6057,熊,1096,0.9821586692528251,xióng,bear<br/>to scold<br/>to rebuke<br/>brilliant light<br/>to shine brightly,<b>xióng</b><br/>bear<br/>to scold<br/>to rebuke<br/>brilliant light<br/>to shine brightly
2035,更加,1096,0.9821586692528251,gèngjiā,more (than sth else)<br/>even more,<b>gèngjiā</b><br/>more (than sth else)<br/>even more
1798,酷,1094,0.9821323157362118,kù,ruthless<br/>strong (e.g. of wine)<br/>(loanword) cool<br/>hip,<b>kù</b><br/>ruthless<br/>strong (e.g. of wine)<br/>(loanword) cool<br/>hip
5582,参与,1094,0.9821323157362118,cānyǔ,to participate (in sth),<b>cānyǔ</b><br/>to participate (in sth)
3404,大爱,1094,0.9821323157362118,dàài,,<b>dàài</b><br/>
8148,疯狂,1090,0.9820796087029853,fēngkuáng,crazy<br/>frantic<br/>extreme popularity,<b>fēngkuáng</b><br/>crazy<br/>frantic<br/>extreme popularity
5797,后天,1090,0.9820796087029853,hòutiān,the day after tomorrow<br/>post-natal<br/>acquired (not innate)<br/>a posteriori,<b>hòutiān</b><br/>the day after tomorrow<br/>post-natal<br/>acquired (not innate)<br/>a posteriori
6922,斗,1090,0.9820796087029853,dǒu,variant of 鬥|斗[dou4],<b>dǒu</b><br/>variant of 鬥|斗[dou4]
2367,浪,1090,0.9820796087029853,làng,wave<br/>breaker<br/>unrestrained<br/>dissipated,<b>làng</b><br/>wave<br/>breaker<br/>unrestrained<br/>dissipated
1153,修,1090,0.9820796087029853,xīu,dried meat<br/>private teacher's remuneration<br/>withered<br/>variant of 修[xiu1],<b>xīu</b><br/>dried meat<br/>private teacher's remuneration<br/>withered<br/>variant of 修[xiu1]
4529,年头,1090,0.9820796087029853,niántóu,start of the year<br/>whole year<br/>a particular year<br/>period<br/>days<br/>epoch<br/>a year's harvest,<b>niántóu</b><br/>start of the year<br/>whole year<br/>a particular year<br/>period<br/>days<br/>epoch<br/>a year's harvest
1292,主角,1090,0.9820796087029853,zhǔjiǎo,leading role<br/>lead,<b>zhǔjiǎo</b><br/>leading role<br/>lead
335,兴奋,1089,0.9820374430764042,xīngfèn,excited<br/>excitement,<b>xīngfèn</b><br/>excited<br/>excitement
